timestamp,id,nombre,zona,tipo,lat,lon,Cs137_Bq_m3,K40_Bq_L,Sr90_Bq_L,EDR_uSv_h,pH,Conductividad_uS,Turbidez_NTU,As_mg_kg,Hg_mg_kg,Pb_mg_kg,Cd_mg_kg,Zn_mg_kg,Cu_mg_kg,Bateria_pct,Voltaje_V,Estado_Bateria,Indice_Salud,Estado
2026-05-24 02:37,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,3.219,97.19,0.2647,0.42,6.55,2973.1,99.75,47.52,4.1,45.22,12.34,88.09,7.67,92.1,4.13,🟢 OK,18.7,CRÍTICO
2026-05-24 01:25,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,3.296,108.83,0.0784,0.103,8.04,2270.4,79.15,46.03,7.64,9.34,13.8,66.43,57.08,77.5,4.0,🟢 OK,27.9,CRÍTICO
2026-05-24 00:13,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,1.957,111.92,0.1912,0.263,7.25,1509.4,57.82,37.27,4.44,24.1,8.32,20.36,27.07,9.5,3.39,🔴 CRÍTICO,30.6,CRÍTICO
2026-05-23 23:01,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,1.172,93.32,0.0928,0.109,8.16,1612.8,40.58,20.93,1.57,7.79,6.25,72.15,30.22,46.4,3.72,🟢 OK,60.5,PRECAUCIÓN
2026-05-23 21:49,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,1.351,118.17,0.1179,0.148,7.49,1003.1,32.12,22.0,3.34,28.51,6.29,81.28,38.35,66.0,3.89,🟢 OK,49.5,PRECAUCIÓN
2026-05-23 20:37,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,4.502,75.91,0.0727,0.155,6.02,2866.9,106.36,61.86,1.01,65.17,5.34,26.02,34.45,24.8,3.52,🟡 BAJO,25.5,CRÍTICO
2026-05-23 19:25,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,1.043,90.36,0.1758,0.238,7.67,1483.0,53.31,16.7,2.5,9.98,2.17,73.37,11.82,45.6,3.71,🟢 OK,55.4,PRECAUCIÓN
2026-05-23 18:13,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,2.417,80.34,0.1277,0.263,6.8,2577.7,43.33,28.36,0.64,32.99,9.61,65.85,38.61,74.2,3.97,🟢 OK,43.4,PRECAUCIÓN
2026-05-23 17:01,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.859,85.6,0.1366,0.14,7.27,2371.0,76.13,15.2,4.35,16.87,8.37,49.04,32.24,5.1,3.35,🔴 CRÍTICO,51.3,PRECAUCIÓN
2026-05-23 15:49,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.141,97.59,0.1317,0.104,6.52,2197.9,73.2,9.27,0.54,33.39,6.28,60.66,13.94,28.2,3.55,🟡 BAJO,54.1,PRECAUCIÓN
2026-05-23 14:37,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,2.865,99.84,0.2989,0.225,6.42,2979.0,51.93,49.54,5.47,68.75,2.32,26.37,48.47,42.2,3.68,🟢 OK,11.0,CRÍTICO
2026-05-23 13:25,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,1.512,78.97,0.0442,0.159,8.77,1923.5,46.07,30.24,1.15,41.79,1.61,126.95,21.02,36.9,3.63,🟡 BAJO,44.7,PRECAUCIÓN
2026-05-23 12:13,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.457,107.54,0.1811,0.47,7.01,2279.2,86.96,49.57,4.85,56.07,7.37,22.03,41.72,70.4,3.93,🟢 OK,15.4,CRÍTICO
2026-05-23 11:01,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,1.032,109.5,0.0795,0.374,7.66,1683.6,61.08,29.77,5.66,60.44,14.06,46.76,31.46,5.0,3.34,🔴 CRÍTICO,38.3,CRÍTICO
2026-05-23 09:49,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,6.671,121.35,0.1832,0.138,8.61,3058.7,108.71,73.94,2.13,83.35,15.95,151.95,11.44,10.8,3.4,🔴 CRÍTICO,18.6,CRÍTICO
2026-05-23 08:37,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,1.945,93.01,0.0448,0.304,8.9,3150.6,58.62,48.07,6.89,55.41,18.6,111.93,91.74,55.4,3.8,🟢 OK,22.7,CRÍTICO
2026-05-23 07:25,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,0.796,121.53,0.0357,0.279,8.53,1599.4,74.39,39.1,4.4,18.21,1.2,47.08,11.49,74.1,3.97,🟢 OK,41.8,PRECAUCIÓN
2026-05-23 06:13,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,1.738,123.78,0.1999,0.412,8.55,1655.7,102.39,35.99,4.87,54.48,2.95,79.09,29.32,25.4,3.53,🟡 BAJO,21.5,CRÍTICO
2026-05-23 05:01,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,1.835,78.41,0.0242,0.428,6.42,3609.2,67.94,32.78,2.79,38.19,6.53,26.58,43.56,29.4,3.56,🟡 BAJO,39.3,CRÍTICO
2026-05-23 03:49,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,2.127,107.51,0.043,0.061,6.19,2271.7,41.46,47.03,0.71,35.78,9.92,31.6,10.17,19.3,3.47,🔴 CRÍTICO,38.6,CRÍTICO
2026-05-23 02:37,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,1.103,80.05,0.1532,0.265,6.19,1815.8,83.74,31.09,1.96,32.58,5.51,49.26,9.69,82.4,4.04,🟢 OK,39.2,CRÍTICO
2026-05-23 01:25,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,1.577,84.73,0.087,0.253,7.28,2350.3,63.02,5.71,2.52,26.16,0.61,33.55,36.13,16.7,3.45,🔴 CRÍTICO,58.1,PRECAUCIÓN
2026-05-23 00:13,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,2.596,85.76,0.0203,0.426,6.75,3639.3,95.72,36.04,1.36,40.82,6.73,124.31,11.65,44.5,3.7,🟢 OK,41.5,PRECAUCIÓN
2026-05-22 23:01,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,0.606,91.23,0.1624,0.169,7.48,1591.5,36.32,38.22,4.92,47.49,8.02,38.81,33.1,38.2,3.64,🟡 BAJO,35.0,CRÍTICO
2026-05-22 21:49,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,0.945,117.04,0.0198,0.223,8.8,1735.3,55.43,42.84,3.63,32.13,1.06,57.99,10.51,61.7,3.86,🟢 OK,39.2,CRÍTICO
2026-05-22 20:37,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,1.78,109.01,0.0205,0.064,6.26,2163.4,10.93,5.76,5.24,37.69,3.83,37.02,18.89,62.8,3.87,🟢 OK,53.4,PRECAUCIÓN
2026-05-22 19:25,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.263,84.26,0.0475,0.117,6.31,2069.3,65.44,6.13,0.83,48.05,3.27,81.69,30.44,27.5,3.55,🟡 BAJO,51.3,PRECAUCIÓN
2026-05-22 18:13,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,1.101,81.07,0.1924,0.079,8.4,2858.5,65.82,64.3,6.22,24.75,13.84,92.23,40.13,56.6,3.81,🟢 OK,32.7,CRÍTICO
2026-05-22 17:01,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,4.125,107.82,0.0572,0.218,7.05,3778.8,34.41,35.1,3.95,48.12,14.3,47.62,13.95,7.8,3.37,🔴 CRÍTICO,29.9,CRÍTICO
2026-05-22 15:49,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.49,107.29,0.1055,0.44,8.53,3610.7,107.87,23.77,6.34,37.84,12.83,116.76,55.22,44.8,3.7,🟢 OK,24.2,CRÍTICO
2026-05-22 14:37,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,1.042,102.25,0.3193,0.121,8.91,1548.8,27.34,53.61,6.81,21.16,7.96,132.67,52.47,33.1,3.6,🟡 BAJO,31.4,CRÍTICO
2026-05-22 13:25,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,4.065,100.42,0.109,0.434,7.75,3528.9,148.05,74.43,2.45,50.54,1.02,64.62,69.42,69.3,3.92,🟢 OK,25.4,CRÍTICO
2026-05-22 12:13,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,0.883,95.07,0.2628,0.423,6.63,3154.2,125.96,26.29,4.42,79.54,11.55,18.99,72.32,5.0,3.34,🔴 CRÍTICO,38.0,CRÍTICO
2026-05-22 11:01,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,2.536,85.12,0.2074,0.128,7.14,1509.2,16.97,42.07,5.44,21.07,4.75,77.24,41.42,65.4,3.89,🟢 OK,30.1,CRÍTICO
2026-05-22 09:49,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,1.944,95.63,0.2155,0.363,6.01,2801.3,46.54,12.82,4.74,36.6,9.27,21.18,39.98,60.7,3.85,🟢 OK,32.5,CRÍTICO
2026-05-22 08:37,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,2.711,105.17,0.21,0.251,8.5,1978.6,98.31,11.88,1.0,27.36,11.2,106.23,52.25,55.0,3.79,🟢 OK,47.7,PRECAUCIÓN
2026-05-22 07:25,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,1.546,82.37,0.079,0.207,7.35,1108.8,22.62,36.15,5.45,46.49,6.63,48.81,30.92,75.8,3.98,🟢 OK,37.5,CRÍTICO
2026-05-22 06:13,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,0.503,95.5,0.1833,0.095,7.19,1920.7,51.54,20.46,2.11,5.68,0.65,87.6,15.67,51.0,3.76,🟢 OK,59.2,PRECAUCIÓN
2026-05-22 05:01,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,1.088,122.03,0.0649,0.095,7.33,2426.2,71.55,38.96,2.73,26.23,1.71,16.62,34.77,47.2,3.72,🟢 OK,46.0,PRECAUCIÓN
2026-05-22 03:49,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,2.15,111.48,0.2354,0.347,6.49,2779.2,22.27,45.98,7.34,10.64,1.36,49.93,21.27,24.0,3.52,🟡 BAJO,29.0,CRÍTICO
2026-05-22 02:37,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,3.056,87.48,0.0675,0.063,8.35,1715.6,66.42,25.73,0.59,7.32,9.18,22.16,26.56,35.9,3.62,🟡 BAJO,49.7,PRECAUCIÓN
2026-05-22 01:25,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,1.245,119.99,0.0165,0.298,8.06,2578.5,49.36,7.44,2.53,16.21,7.48,101.73,14.97,54.6,3.79,🟢 OK,66.1,PRECAUCIÓN
2026-05-22 00:13,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.762,103.27,0.1066,0.076,9.01,1982.3,32.77,11.6,1.56,15.79,8.64,62.04,26.18,6.8,3.36,🔴 CRÍTICO,60.2,PRECAUCIÓN
2026-05-21 23:01,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.907,111.14,0.0258,0.169,8.19,1873.1,11.69,25.61,1.26,47.06,8.63,72.22,23.62,30.0,3.57,🟡 BAJO,50.6,PRECAUCIÓN
2026-05-21 21:49,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,3.121,102.27,0.0346,0.083,7.59,3240.7,57.98,53.58,2.01,22.59,2.82,56.29,50.38,37.1,3.63,🟡 BAJO,37.1,CRÍTICO
2026-05-21 20:37,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,1.176,118.89,0.2872,0.466,8.7,2041.8,61.18,56.51,0.84,11.15,7.35,142.38,40.24,33.3,3.6,🟡 BAJO,42.0,PRECAUCIÓN
2026-05-21 19:25,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,0.693,107.84,0.2696,0.15,7.18,3394.5,121.8,40.84,2.8,60.27,9.0,103.45,56.57,22.7,3.5,🟡 BAJO,37.1,CRÍTICO
2026-05-21 18:13,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,4.627,101.65,0.0663,0.415,8.16,3439.0,45.29,64.96,2.72,73.14,2.67,42.14,17.91,63.0,3.87,🟢 OK,27.4,CRÍTICO
2026-05-21 17:01,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,4.48,82.61,0.1527,0.524,7.91,1833.7,149.48,52.94,10.59,46.6,19.85,144.24,61.71,5.0,3.34,🔴 CRÍTICO,15.7,CRÍTICO
2026-05-21 15:49,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,5.955,96.37,0.0676,0.478,6.04,3167.3,93.57,85.28,1.64,74.83,4.46,180.2,77.2,29.0,3.56,🟡 BAJO,24.0,CRÍTICO
2026-05-21 14:37,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,2.421,90.72,0.1081,0.178,8.55,1731.6,33.43,40.04,2.11,12.32,7.3,87.05,8.43,35.4,3.62,🟡 BAJO,36.2,CRÍTICO
2026-05-21 13:25,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,0.812,92.4,0.1454,0.196,8.32,2875.5,75.81,56.83,3.91,67.98,9.16,29.3,45.64,40.6,3.67,🟢 OK,33.2,CRÍTICO
2026-05-21 12:13,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,3.281,78.48,0.0667,0.169,8.65,1878.3,99.63,45.15,5.49,38.6,4.72,40.73,7.83,36.8,3.63,🟡 BAJO,17.7,CRÍTICO
2026-05-21 11:01,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,2.236,121.92,0.1897,0.115,8.37,2284.6,57.62,43.35,3.8,29.72,1.49,51.25,23.54,82.5,4.04,🟢 OK,27.7,CRÍTICO
2026-05-21 09:49,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,1.891,94.02,0.2113,0.245,6.34,1669.9,8.56,43.81,1.83,43.13,3.24,95.07,35.87,75.4,3.98,🟢 OK,36.2,CRÍTICO
2026-05-21 08:37,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,0.178,123.14,0.1602,0.281,6.94,2353.4,27.42,9.98,3.97,28.83,1.35,31.86,4.72,44.8,3.7,🟢 OK,60.2,PRECAUCIÓN
2026-05-21 07:25,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,1.535,104.92,0.1017,0.404,6.93,3092.0,12.66,57.46,5.3,43.67,12.66,37.12,10.52,23.4,3.51,🟡 BAJO,36.4,CRÍTICO
2026-05-21 06:13,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,2.694,76.73,0.1309,0.062,9.09,2397.6,46.31,40.17,3.44,9.67,1.33,94.96,32.31,71.5,3.94,🟢 OK,24.3,CRÍTICO
2026-05-21 05:01,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,2.968,103.59,0.1176,0.254,7.33,1492.5,39.47,30.53,4.92,24.45,6.28,68.66,29.05,58.7,3.83,🟢 OK,29.1,CRÍTICO
2026-05-21 03:49,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,0.889,100.62,0.0333,0.302,7.19,1779.3,56.61,30.48,4.17,27.28,6.55,15.7,14.88,27.8,3.55,🟡 BAJO,49.0,PRECAUCIÓN
2026-05-21 02:37,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,1.651,77.28,0.0406,0.175,6.86,2592.2,31.34,13.49,3.5,17.13,2.42,57.82,4.43,5.0,3.34,🔴 CRÍTICO,58.8,PRECAUCIÓN
2026-05-21 01:25,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,1.162,76.84,0.0477,0.257,7.05,3231.7,70.42,24.61,7.16,31.31,1.77,94.24,12.57,22.3,3.5,🟡 BAJO,45.8,PRECAUCIÓN
2026-05-21 00:13,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,2.646,118.71,0.169,0.179,8.18,3941.9,23.41,32.73,3.82,34.49,13.78,114.71,44.6,17.3,3.46,🔴 CRÍTICO,32.8,CRÍTICO
2026-05-20 23:01,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.184,122.75,0.2693,0.172,6.0,3043.7,13.92,11.63,5.19,53.09,2.29,67.91,35.04,20.4,3.48,🟡 BAJO,29.5,CRÍTICO
2026-05-20 21:49,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,0.768,95.95,0.2479,0.449,6.22,1642.1,49.78,50.0,5.76,31.18,9.23,14.94,46.37,64.6,3.88,🟢 OK,27.9,CRÍTICO
2026-05-20 20:37,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,4.209,118.68,0.2395,0.378,6.37,4126.9,20.96,22.44,0.96,46.98,6.54,109.85,56.88,5.0,3.34,🔴 CRÍTICO,37.0,CRÍTICO
2026-05-20 19:25,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,1.037,102.93,0.123,0.464,8.26,3426.4,143.68,46.61,7.62,33.78,6.76,167.12,45.9,50.9,3.76,🟢 OK,33.1,CRÍTICO
2026-05-20 18:13,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,2.785,117.88,0.199,0.145,7.34,1495.7,51.1,30.5,3.98,35.48,4.04,24.77,22.28,27.1,3.54,🟡 BAJO,27.5,CRÍTICO
2026-05-20 17:01,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,4.205,92.29,0.0609,0.192,6.08,2863.0,77.57,11.57,3.48,25.91,9.75,92.74,27.32,31.5,3.58,🟡 BAJO,38.3,CRÍTICO
2026-05-20 15:49,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,4.65,97.7,0.2134,0.254,6.44,2486.1,10.39,64.03,3.3,8.76,1.01,63.93,15.29,13.0,3.42,🔴 CRÍTICO,31.3,CRÍTICO
2026-05-20 14:37,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,2.57,97.93,0.071,0.13,8.79,1155.1,80.53,42.56,3.46,41.7,9.93,36.25,44.57,42.1,3.68,🟢 OK,23.6,CRÍTICO
2026-05-20 13:25,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,1.369,92.02,0.1224,0.251,6.48,1890.2,47.91,40.26,2.64,18.1,2.93,27.39,6.62,36.1,3.62,🟡 BAJO,36.9,CRÍTICO
2026-05-20 12:13,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,0.996,123.32,0.1258,0.165,7.08,1935.2,16.21,31.55,2.88,22.58,10.02,92.19,30.38,53.4,3.78,🟢 OK,52.8,PRECAUCIÓN
2026-05-20 11:01,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,2.983,85.07,0.1297,0.149,6.12,2462.5,67.22,64.03,7.01,51.8,7.8,127.7,13.56,70.2,3.93,🟢 OK,10.3,CRÍTICO
2026-05-20 09:49,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,0.524,114.71,0.0683,0.17,8.72,2546.0,16.97,46.45,2.86,43.36,6.11,44.47,16.2,18.3,3.46,🔴 CRÍTICO,45.4,PRECAUCIÓN
2026-05-20 08:37,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,2.588,94.33,0.1163,0.31,7.53,1929.8,73.41,22.37,4.59,38.9,5.96,99.35,12.62,8.3,3.37,🔴 CRÍTICO,32.5,CRÍTICO
2026-05-20 07:25,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,2.887,96.96,0.1848,0.166,8.77,1064.9,74.82,26.69,3.58,46.19,0.6,54.06,33.08,58.4,3.83,🟢 OK,22.0,CRÍTICO
2026-05-20 06:13,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.364,81.72,0.0731,0.102,7.11,2311.5,27.2,45.46,0.46,49.4,6.96,87.29,16.57,5.0,3.34,🔴 CRÍTICO,42.1,PRECAUCIÓN
2026-05-20 05:01,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,3.515,116.71,0.2283,0.312,6.44,3116.1,92.12,52.4,6.56,44.96,1.79,77.11,10.45,27.6,3.55,🟡 BAJO,11.2,CRÍTICO
2026-05-20 03:49,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,2.159,78.3,0.1247,0.097,6.34,3476.8,119.82,68.05,4.58,26.97,1.74,84.46,56.35,51.1,3.76,🟢 OK,22.9,CRÍTICO
2026-05-20 02:37,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,0.424,78.65,0.1413,0.393,6.92,2025.6,41.07,66.42,3.69,67.91,5.29,81.03,20.54,43.4,3.69,🟢 OK,37.6,CRÍTICO
2026-05-20 01:25,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,4.938,105.17,0.1275,0.271,8.01,1749.8,112.85,36.18,5.06,48.92,1.67,110.26,21.54,47.7,3.73,🟢 OK,19.1,CRÍTICO
2026-05-20 00:13,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,5.57,115.2,0.1871,0.237,7.61,2000.1,132.62,52.22,3.71,21.04,13.0,28.27,71.29,12.0,3.41,🔴 CRÍTICO,24.7,CRÍTICO
2026-05-19 23:01,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,0.241,100.56,0.0323,0.543,6.86,3579.5,20.37,10.82,3.33,75.68,6.95,37.26,38.66,6.0,3.35,🔴 CRÍTICO,66.4,PRECAUCIÓN
2026-05-19 21:49,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,2.85,90.67,0.1729,0.147,8.76,1688.8,76.91,45.74,0.87,35.42,5.19,45.63,30.77,74.8,3.97,🟢 OK,25.6,CRÍTICO
2026-05-19 20:37,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,0.188,83.35,0.2204,0.422,8.07,3616.1,91.25,48.66,2.69,12.94,11.16,97.82,8.71,43.6,3.69,🟢 OK,48.1,PRECAUCIÓN
2026-05-19 19:25,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,4.508,100.02,0.1404,0.203,7.42,1835.3,48.0,10.43,6.0,32.54,11.71,125.1,18.35,66.9,3.9,🟢 OK,34.0,CRÍTICO
2026-05-19 18:13,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,1.65,119.01,0.056,0.082,8.1,1981.0,28.5,32.62,4.14,18.7,6.65,46.34,34.15,25.9,3.53,🟡 BAJO,46.9,PRECAUCIÓN
2026-05-19 17:01,KAT-05,Confluencia Pallina,Río Katari,confluencia,-16.54,-68.52,3.004,89.37,0.087,0.117,6.18,1147.3,45.87,40.34,0.49,21.56,3.68,10.83,9.42,42.2,3.68,🟢 OK,32.8,CRÍTICO
2026-05-19 15:49,KAT-06,Toma Riego Central,Río Katari,riego,-16.51,-68.55,1.717,95.21,0.1203,0.305,7.84,976.7,41.8,27.05,3.83,18.53,7.9,82.04,26.09,88.0,4.09,🟢 OK,42.9,PRECAUCIÓN
2026-05-19 14:37,KAT-07,Descarga Media,Río Katari,descarga,-16.5,-68.62,0.737,75.85,0.2368,0.07,8.5,1626.7,36.63,24.6,6.04,38.93,5.3,61.78,5.96,28.5,3.56,🟡 BAJO,42.2,PRECAUCIÓN
2026-05-19 13:25,KAT-08,Zona Sedimentación,Río Katari,monitoreo,-16.495,-68.64,2.215,123.71,0.1848,0.256,6.07,2469.6,66.93,24.49,2.43,18.13,1.05,30.57,14.56,42.1,3.68,🟢 OK,35.9,CRÍTICO
2026-05-19 12:13,KAT-09,Toma Riego Sur,Río Katari,riego,-16.49,-68.65,2.542,98.69,0.0238,0.313,8.97,2543.8,67.08,28.12,5.27,7.9,3.95,30.3,12.42,11.0,3.4,🔴 CRÍTICO,34.6,CRÍTICO
2026-05-19 11:01,KAT-10,Tramo Bajo Katari,Río Katari,monitoreo,-16.48,-68.68,2.137,114.07,0.13,0.15,6.46,2322.7,55.33,33.56,1.73,20.03,9.28,36.45,23.94,72.7,3.95,🟢 OK,36.8,CRÍTICO
2026-05-19 09:49,KAT-11,Toma Riego Final,Río Katari,riego,-16.47,-68.72,2.413,78.11,0.042,0.081,6.02,2019.9,40.5,45.48,3.09,15.39,5.26,73.22,7.4,18.3,3.46,🔴 CRÍTICO,33.1,CRÍTICO
2026-05-19 08:37,KAT-12,Descarga Pre-Cohana,Río Katari,descarga,-16.46,-68.75,3.828,97.98,0.1729,0.231,7.34,1447.3,25.62,19.65,0.94,59.45,13.86,117.53,56.08,13.6,3.42,🔴 CRÍTICO,41.9,PRECAUCIÓN
2026-05-19 07:25,COH-01,Cohana — Entrada,Bahía Cohana,bahia,-16.32,-68.78,4.849,84.85,0.3091,0.298,9.08,3233.5,123.77,24.23,3.93,46.82,1.69,101.72,68.11,7.2,3.36,🔴 CRÍTICO,19.9,CRÍTICO
2026-05-19 06:13,COH-02,Cohana — Centro,Bahía Cohana,bahia,-16.35,-68.82,4.032,120.39,0.3068,0.374,8.98,2754.1,123.32,18.06,4.24,55.24,4.21,104.31,48.3,5.0,3.34,🔴 CRÍTICO,21.8,CRÍTICO
2026-05-19 05:01,COH-03,Cohana — Sur,Bahía Cohana,bahia,-16.38,-68.85,2.926,113.58,0.1707,0.443,6.04,1462.8,50.05,22.28,5.43,21.74,5.29,133.71,52.22,5.0,3.34,🔴 CRÍTICO,23.7,CRÍTICO
2026-05-19 03:49,MIN-01,Zona Minera El Alto,Zona Minera,mina,-16.6,-68.35,3.018,76.46,0.1652,0.305,8.05,1931.8,56.0,87.74,10.85,13.04,15.54,88.26,41.37,49.1,3.74,🟢 OK,22.4,CRÍTICO
2026-05-19 02:37,MIN-02,Vertedero Viacha,Zona Minera,mina,-16.67,-68.29,6.191,122.55,0.1946,0.395,7.11,3805.1,50.03,40.62,7.46,30.64,4.54,191.55,16.95,26.0,3.53,🟡 BAJO,19.1,CRÍTICO
2026-05-19 01:25,KAT-01,Nacimiento Katari,Río Katari,origen,-16.65,-68.45,0.836,76.95,0.0193,0.302,6.54,2416.2,27.5,29.68,2.62,30.6,5.41,80.7,16.06,45.0,3.71,🟢 OK,58.6,PRECAUCIÓN
2026-05-19 00:13,KAT-02,El Alto — Zona Ind.,Río Katari,descarga,-16.58,-68.38,4.224,122.32,0.2717,0.251,7.3,3179.4,59.87,19.39,4.76,18.03,5.07,125.72,18.06,19.0,3.47,🔴 CRÍTICO,32.7,CRÍTICO
2026-05-18 23:01,KAT-03,Viacha — Minería,Río Katari,descarga,-16.65,-68.3,0.481,122.04,0.1616,0.189,7.27,3251.2,99.5,48.13,6.03,47.54,2.64,128.48,37.58,35.0,3.61,🟡 BAJO,32.3,CRÍTICO
2026-05-18 21:49,KAT-04,Toma Riego Norte,Río Katari,riego,-16.52,-68.38,1.498,76.88,0.0381,0.186,8.37,960.0,38.05,7.54,5.32,14.68,3.36,37.72,13.88,9.1,3.38,🔴 CRÍTICO,57.4,PRECAUCIÓN
